fecha_cotizacion,valor
2015-12-04,"16,6757"
2015-12-07,"16,9044"
2015-12-08,"17,0164"
2015-12-09,"17,016"
2015-12-10,"17,075"
2015-12-11,"17,3592"
2015-12-14,"17,3776"
2015-12-15,"17,1529"
2015-12-16,"17,136"
2015-12-17,"17,1"
2015-12-18,"17,0139"
2015-12-21,"17,1034"
2015-12-22,"17,1847"
2015-12-23,"17,1953"
2015-12-24,"17,276"
2015-12-28,"17,271"
2015-12-29,"17,2065"
2015-12-30,"17,3398"
2015-12-31,"17,2487"
2016-01-04,"17,3529"
2016-01-05,"17,3456"
2016-01-06,"17,4411"
2016-01-07,"17,6568"
2016-01-08,"17,9283"
2016-01-11,"17,9304"
2016-01-12,"17,9119"
2016-01-13,"17,85"
2016-01-14,"17,9121"
2016-01-15,"18,2108"
2016-01-18,"18,2327"
2016-01-19,"18,1947"
2016-01-20,"18,608"
2016-01-21,"18,5084"
2016-01-22,"18,428"
2016-01-25,"18,5352"
2016-01-26,"18,4715"
2016-01-27,"18,453"
2016-01-28,"18,2906"
2016-01-29,"18,1935"
2016-02-02,"18,4902"
2016-02-03,"18,4537"
2016-02-04,"18,1891"
2016-02-05,"18,3748"
2016-02-08,"18,6959"
2016-02-09,"18,7818"
2016-02-10,"18,8089"
2016-02-11,"19,1754"
2016-02-12,"19,0392"
2016-02-15,"18,8471"
2016-02-16,"18,8148"
2016-02-17,"18,3895"
2016-02-18,"18,1439"
2016-02-19,"18,2762"
2016-02-22,"18,0568"
2016-02-23,"18,1948"
2016-02-24,"18,2893"
2016-02-25,"18,168"
2016-02-26,"18,1706"
2016-02-29,"18,102"
2016-03-01,"17,9432"
2016-03-02,"17,8561"
2016-03-03,"17,8971"
2016-03-04,"17,7723"
2016-03-07,"17,7526"
2016-03-08,"17,9044"
2016-03-09,"17,7523"
2016-03-10,"17,8601"
2016-03-11,"17,7002"
2016-03-14,"17,7691"
2016-03-15,"17,926"
2016-03-16,"17,9308"
2016-03-17,"17,4034"
2016-03-18,"17,2995"
2016-03-22,"17,3361"
2016-03-23,"17,5273"
2016-03-28,"17,461"
2016-03-29,"17,4015"
2016-03-30,"17,2509"
2016-03-31,"17,237"
2016-04-01,"17,3338"
2016-04-04,"17,4484"
2016-04-05,"17,7252"
2016-04-06,"17,7286"
2016-04-07,"17,893"
2016-04-08,"17,7391"
2016-04-11,"17,6452"
2016-04-12,"17,5719"
2016-04-13,"17,49"
2016-04-14,"17,388"
2016-04-15,"17,5669"
2016-04-18,"17,4598"
2016-04-19,"17,2825"
2016-04-20,"17,3078"
2016-04-21,"17,4202"
2016-04-22,"17,4359"
2016-04-25,"17,5866"
2016-04-26,"17,4298"
2016-04-27,"17,3993"
2016-04-28,"17,2125"
2016-04-29,"17,1767"
2016-05-02,"17,2279"
2016-05-03,"17,5234"
2016-05-04,"17,7358"
2016-05-05,"17,7866"
2016-05-06,"17,9204"
2016-05-09,"18,1033"
2016-05-10,"18,0205"
2016-05-11,"17,9549"
2016-05-12,"17,9915"
2016-05-13,"18,1562"
2016-05-16,"18,1795"
2016-05-17,"18,3217"
2016-05-18,"18,3761"
2016-05-19,"18,5465"
2016-05-20,"18,3826"
2016-05-23,"18,4444"
2016-05-24,"18,4694"
2016-05-25,"18,452"
2016-05-26,"18,4572"
2016-05-27,"18,4527"
2016-05-30,"18,4777"
2016-05-31,"18,4118"
2016-06-01,"18,5299"
2016-06-02,"18,6097"
2016-06-03,"18,6283"
2016-06-06,"18,5889"
2016-06-07,"18,5067"
2016-06-08,"18,1491"
2016-06-09,"18,2742"
2016-06-10,"18,5046"
2016-06-13,"18,7915"
2016-06-14,"18,9814"
2016-06-15,"18,8672"
2016-06-16,"18,9968"
2016-06-17,"18,8527"
2016-06-20,"18,6559"
2016-06-21,"18,6444"
2016-06-22,"18,5325"
2016-06-23,"18,3207"
2016-06-24,"18,8716"
2016-06-27,"19,1283"
2016-06-28,"18,9113"
2016-06-29,"18,555"
2016-06-30,"18,4646"
2016-07-01,"18,309"
2016-07-04,"18,3858"
2016-07-05,"18,7536"
2016-07-06,"18,8161"
2016-07-07,"18,8607"
2016-07-08,"18,5991"
2016-07-11,"18,4597"
2016-07-12,"18,3006"
2016-07-13,"18,3937"
2016-07-14,"18,3061"
2016-07-15,"18,492"
2016-07-18,"18,4879"
2016-07-19,"18,5719"
2016-07-20,"18,5729"
2016-07-21,"18,6022"
2016-07-22,"18,6089"
2016-07-25,"18,7569"
2016-07-26,"18,8114"
2016-07-27,"18,8602"
2016-07-28,"18,8979"
2016-07-29,"18,7837"
2016-08-01,"18,8504"
2016-08-02,"18,8966"
2016-08-03,"18,9117"
2016-08-04,"18,8612"
2016-08-05,"18,8691"
2016-08-08,"18,5716"
2016-08-09,"18,3842"
2016-08-10,"18,3479"
2016-08-11,"18,2678"
2016-08-12,"18,2455"
2016-08-15,"18,0363"
2016-08-16,"17,9869"
2016-08-17,"18,2598"
2016-08-18,"18,0832"
2016-08-19,"18,2674"
2016-08-22,"18,3023"
2016-08-23,"18,3202"
2016-08-24,"18,4971"
2016-08-25,"18,446"
2016-08-26,"18,283"
2016-08-29,"18,5773"
2016-08-30,"18,7953"
2016-08-31,"18,8611"
2016-09-01,"18,8523"
2016-09-02,"18,6589"
2016-09-05,"18,5581"
2016-09-06,"18,3524"
2016-09-07,"18,3689"
2016-09-08,"18,5427"
2016-09-09,"18,8451"
2016-09-12,"19,0646"
2016-09-13,"19,152"
2016-09-14,"19,2275"
2016-09-15,"19,2514"
2016-09-19,"19,6097"
2016-09-20,"19,777"
2016-09-21,"19,8394"
2016-09-22,"19,5965"
2016-09-23,"19,7211"
2016-09-26,"19,8322"
2016-09-27,"19,5044"
2016-09-28,"19,5002"
2016-09-29,"19,4086"
2016-09-30,"19,3776"
2016-10-03,"19,3211"
2016-10-04,"19,2138"
2016-10-05,"19,2554"
2016-10-06,"19,2433"
2016-10-07,"19,2994"
2016-10-10,"18,8786"
2016-10-11,"18,9531"
2016-10-12,"18,9622"
2016-10-13,"19,0399"
2016-10-14,"19,0046"
2016-10-17,"18,8723"
2016-10-18,"18,6726"
2016-10-19,"18,5894"
2016-10-20,"18,5945"
2016-10-21,"18,6481"
2016-10-24,"18,5658"
2016-10-25,"18,5147"
2016-10-26,"18,6485"
2016-10-27,"18,8443"
2016-10-28,"18,7304"
2016-10-31,"18,8887"
2016-11-01,"19,1306"
2016-11-03,"19,2014"
2016-11-04,"19,0792"
2016-11-07,"18,6192"
2016-11-08,"18,5089"
2016-11-09,"19,925"
2016-11-10,"20,4812"
2016-11-11,"21,0511"
2016-11-14,"20,8729"
2016-11-15,"20,349"
2016-11-16,"20,2884"
2016-11-17,"20,1898"
2016-11-18,"20,4193"
2016-11-22,"20,5205"
2016-11-23,"20,6901"
2016-11-24,"20,7051"
2016-11-25,"20,6475"
2016-11-28,"20,5521"
2016-11-29,"20,6225"
2016-11-30,"20,5155"
2016-12-01,"20,7488"
2016-12-02,"20,6149"
2016-12-05,"20,5927"
2016-12-06,"20,3863"
2016-12-07,"20,2967"
2016-12-08,"20,4162"
2016-12-09,"20,3305"
2016-12-13,"20,2567"
2016-12-14,"20,2226"
2016-12-15,"20,5973"
2016-12-16,"20,428"
2016-12-19,"20,4098"
2016-12-20,"20,43"
2016-12-21,"20,4921"
2016-12-22,"20,7179"
2016-12-23,"20,6271"
2016-12-26,"20,6445"
2016-12-27,"20,7052"
2016-12-28,"20,7314"
2016-12-29,"20,664"
2016-12-30,"20,6194"
